entity_type,entity_name,relation,template,missing_attribute
medication,emtricitabine/rilpivirine/tenofovir,is used to treat,The medication emtricitabine/rilpivirine/tenofovir is used to treat ,AIDS
medication,sofosbuvir/velpatasvir,is used to treat,The medication sofosbuvir/velpatasvir is used to treat ,hepatitis C
medication,luseogliflozin,is used to treat,The medication luseogliflozin is used to treat ,type 2 diabetes
medication,botulinum toxin Type B,is used to treat,The medication botulinum toxin Type B is used to treat ,dystonia
medication,Sotrovimab,is used to treat,The medication Sotrovimab is used to treat ,COVID-19
medication,topical ophthalmic corticosteroid,is used to treat,The medication topical ophthalmic corticosteroid is used to treat ,phenacyl chloride exposure
medication,AT132,is used to treat,The medication AT132 is used to treat ,X-linked myotubular myopathy
medication,Hydrochlorothiazide / Lisinopril,is used to treat,The medication Hydrochlorothiazide / Lisinopril is used to treat ,arterial hypertension
medication,candesartan / hydrochlorothiazide,is used to treat,The medication candesartan / hydrochlorothiazide is used to treat ,arterial hypertension
medication,talimogene laherparepvec,is used to treat,The medication talimogene laherparepvec is used to treat ,melanoma
medication,prolactine inhibitors,is used to treat,The medication prolactine inhibitors is used to treat ,hyperprolactinemia
medication,canagliflozin hemihydrate,is used to treat,The medication canagliflozin hemihydrate is used to treat ,type-1 diabetes
medication,acetaminophen/tramadol,is used to treat,The medication acetaminophen/tramadol is used to treat ,fibromyalgia
medication,nystatin,is used to treat,The medication nystatin is used to treat ,candidiasis
medication,ledipasvir/sofosbuvir,is used to treat,The medication ledipasvir/sofosbuvir is used to treat ,hepatitis
medication,dorzolamide/timolol,is used to treat,The medication dorzolamide/timolol is used to treat ,glaucoma
medication,AST-OPC1,is used to treat,The medication AST-OPC1 is used to treat ,spinal cord injury
medication,Lorbrena,is used to treat,The medication Lorbrena is used to treat ,cancer
medication,RVT-802,is used to treat,The medication RVT-802 is used to treat ,DiGeorge syndrome
medication,dalteparin,is used to treat,The medication dalteparin is used to treat ,myocardial infarction
medication,KarXT,is used to treat,The medication KarXT is used to treat ,schizophrenia
medication,asenapine,is used to treat,The medication asenapine is used to treat ,psychosis
medication,nedosiran,is used to treat,The medication nedosiran is used to treat ,primary hyperoxaluria
medication,pharmaceutical preparation of nitroglycerin,is used to treat,The medication pharmaceutical preparation of nitroglycerin is used to treat ,myocardial infarction
medication,Asparaginase,is used to treat,The medication Asparaginase is used to treat ,lymphoma
medication,ombitasvir/paritaprevir/ritonavir,is used to treat,The medication ombitasvir/paritaprevir/ritonavir is used to treat ,hepatitis C
medication,buprenorphine/naloxone,is used to treat,The medication buprenorphine/naloxone is used to treat ,non-controlled substance abuse
medication,levodopa/carbidopa,is used to treat,The medication levodopa/carbidopa is used to treat ,Parkinson's disease
medication,xanomeline/trospium,is used to treat,The medication xanomeline/trospium is used to treat ,schizophrenia
medication,sulfamethoxazole / trimethoprim,is used to treat,The medication sulfamethoxazole / trimethoprim is used to treat ,pneumonia
medication,Copiktra,is used to treat,The medication Copiktra is used to treat ,follicular lymphoma
medication,peritoneal dialysis fluid,is used to treat,The medication peritoneal dialysis fluid is used to treat ,kidney failure
medication,artemether/lumefantrine,is used to treat,The medication artemether/lumefantrine is used to treat ,malaria
medication,Avigan,is used to treat,The medication Avigan is used to treat ,influenza
medication,Sacubitril/valsartan,is used to treat,The medication Sacubitril/valsartan is used to treat ,arterial hypertension
medication,ethinyl estradiol / norethindrone,is used to treat,The medication ethinyl estradiol / norethindrone is used to treat ,endometriosis
medication,satralizumab,is used to treat,The medication satralizumab is used to treat ,neuromyelitis optica
medication,MDR-101,is used to treat,The medication MDR-101 is used to treat ,transplant rejection
medication,emapalumab,is used to treat,The medication emapalumab is used to treat ,hemophagocytic lymphohistiocytosis
medication,gentamicin,", it's chemical formula is","The medication gentamicin , it's chemical formula is ",C₂₁H₄₃N₅O₇
medication,bexagliflozin,", it's chemical formula is","The medication bexagliflozin , it's chemical formula is ",C₂₄H₂₉ClO₇
medication,selatogrel,", it's chemical formula is","The medication selatogrel , it's chemical formula is ",C₂₈H₃₉N₆O₈P
medication,ambuphylline,", it's chemical formula is","The medication ambuphylline , it's chemical formula is ",C₁₁H₁₉N₅O₃
medication,ceftazidime/avibactam,", it's chemical formula is","The medication ceftazidime/avibactam , it's chemical formula is ",C₂₉H₃₃N₉O₁₃S₃
medication,dorzolamide/timolol,", it's chemical formula is","The medication dorzolamide/timolol , it's chemical formula is ",C₂₃H₄₀N₆O₇S₄
medication,mercurius solubilis,", it's chemical formula is","The medication mercurius solubilis , it's chemical formula is ",H₆HgN₄O₆
medication,amlodipine/benazepril,", it's chemical formula is","The medication amlodipine/benazepril , it's chemical formula is ",C₄₄H₅₃ClN₄O₁₀
medication,velagliflozin,", it's chemical formula is","The medication velagliflozin , it's chemical formula is ",C₂₃H₂₅NO₅
medication,Nandrolone caproate,", it's chemical formula is","The medication Nandrolone caproate , it's chemical formula is ",C₂₄H₃₆O₃
medication,nisterime,", it's chemical formula is","The medication nisterime , it's chemical formula is ",C₂₅H₃₃ClN₂O₄
medication,polyethylene glycol cetyl ether,", it's chemical formula is","The medication polyethylene glycol cetyl ether , it's chemical formula is ",C₅₆H₁₁₄O₂₁
medication,carbidopa / levodopa / entacapone,", it's chemical formula is","The medication carbidopa / levodopa / entacapone , it's chemical formula is ",C₂₅H₄₁NO₄
medication,heparin,", it's chemical formula is","The medication heparin , it's chemical formula is ",C₂₆H₄₁NO₃₄S₄
medication,angiotensin IV,", it's chemical formula is","The medication angiotensin IV , it's chemical formula is ",C₄₀H₅₄N₈O₈
medication,bexagliflozin diproline,", it's chemical formula is","The medication bexagliflozin diproline , it's chemical formula is ",C₃₄H₄₇ClN₂O₁₁
medication,atigliflozin,", it's chemical formula is","The medication atigliflozin , it's chemical formula is ",C₁₈H₂₂O₇S
medication,acetylsalicylic acid/dipyridamole,", it's chemical formula is","The medication acetylsalicylic acid/dipyridamole , it's chemical formula is ",C₃₃H₄₈N₈O₈
medication,velagliflozin proline,", it's chemical formula is","The medication velagliflozin proline , it's chemical formula is ",C₂₈H₃₄N₂O₇
medication,pyridoxine/doxylamine,", it's chemical formula is","The medication pyridoxine/doxylamine , it's chemical formula is ",C₂₉H₄₀ClN₃O₈
medication,bleomycin,", it's chemical formula is","The medication bleomycin , it's chemical formula is ",C₅₅H₈₄N₁₇O₂₁S₃⁺
medication,efonidipine,", it's chemical formula is","The medication efonidipine , it's chemical formula is ",C₃₄H₃₈N₃O₇P
medication,ecnoglutide,", it's chemical formula is","The medication ecnoglutide , it's chemical formula is ",C₁₉₄H₃₀₄N₄₈O₆₁
medication,sotatercept,", it's chemical formula is","The medication sotatercept , it's chemical formula is ",C₃₄₄₈H₅₂₆₄N₉₂₀O₁₀₅₈S₄₂
medication,abacavir/dolutegravir/lamivudine,", it's chemical formula is","The medication abacavir/dolutegravir/lamivudine , it's chemical formula is ",C₄₂H₄₈F₂N₁₂O₉S
medication,Sacubitril/valsartan,", it's chemical formula is","The medication Sacubitril/valsartan , it's chemical formula is ",C₄₈H₅₇N₆Na₃O₉
medication,phentermine/topiramate,", it's chemical formula is","The medication phentermine/topiramate , it's chemical formula is ",C₂₂H₃₆N₂O₈S
